country,year,sex,age_group,suicides,pop_age_group,suicides_rate,HDI for year, gdp_for_year,gdp_per_capita,unemployment_rate,terciary_rate
France,2005,female,25-54,1399,12676480,11.0361867,0.867,2.19613E+12,38420,8.4,53.88233
France,2005,male,25-54,4139,12476250,33.17503256,0.867,2.19613E+12,38420,6.6,53.88233
France,2010,female,15-24,117,3823806,3.06,0.881,2.64261E+12,44747,23,54.88172
France,2010,male,15-24,385,3937209,9.78,0.881,2.64261E+12,44747,22.2,54.88172
France,2010,female,25-54,1251,12643516,9.894399627,0.881,2.64261E+12,44747,7.9,54.88172
France,2010,male,25-54,3923,12347521,31.77155965,0.881,2.64261E+12,44747,7.3,54.88172
France,2011,female,15-24,124,3794959,3.27,0.884,2.86141E+12,48217,22.6,55.62573
France,2011,male,15-24,367,3914976,9.37,0.884,2.86141E+12,48217,21.4,55.62573
France,2011,female,25-54,1182,12625782,9.361796362,0.884,2.86141E+12,48217,8.1,55.62573
France,2011,male,25-54,3929,12336569,31.84840129,0.884,2.86141E+12,48217,7.3,55.62573
France,2012,female,15-24,106,3776265,2.81,0.886,2.68383E+12,45002,23.1,57.90901
France,2012,male,15-24,359,3900107,9.2,0.886,2.68383E+12,45002,24.1,57.90901
France,2012,female,25-54,1074,12603897,8.521174046,0.886,2.68383E+12,45002,8.4,57.90901
France,2012,male,25-54,3591,12322385,29.14208572,0.886,2.68383E+12,45002,8.1,57.90901
France,2013,female,15-24,116,3728182,3.11,0.887,2.81108E+12,46922,24.4,59.84876
France,2013,male,15-24,310,3849077,8.05,0.887,2.81108E+12,46922,23.8,59.84876
France,2013,female,25-54,1006,12604991,7.980965635,0.887,2.81108E+12,46922,8.7,59.84876
France,2013,male,25-54,3552,12318240,28.83528816,0.887,2.81108E+12,46922,8.8,59.84876
France,2014,female,15-24,92,3711936,2.48,0.888,2.85217E+12,47318,22.2,61.51048
France,2014,male,15-24,282,3841223,7.34,0.888,2.85217E+12,47318,24.5,61.51048
France,2014,female,25-54,948,12594022,7.527380848,0.888,2.85217E+12,47318,8.8,61.51048
France,2014,male,25-54,3216,12303359,26.13920312,0.888,2.85217E+12,47318,8.9,61.51048
Germany,2013,female,15-24,111,4259808,2.61,0.915,3.75251E+12,48563,7.1,61.38684
Germany,2013,male,15-24,391,4474441,8.74,0.915,3.75251E+12,48563,8.5,61.38684
Germany,2013,female,25-54,996,16764603,5.941089091,0.915,3.75251E+12,48563,4.6,61.38684
Germany,2013,male,25-54,3162,17109839,18.4805947,0.915,3.75251E+12,48563,5.1,61.38684
Germany,2014,female,15-24,121,4215773,2.87,0.916,3.89061E+12,50167,7.1,65.50391
Germany,2014,male,15-24,397,4452615,8.92,0.916,3.89061E+12,50167,8.4,65.50391
Germany,2014,female,25-54,983,16733686,5.874378185,0.916,3.89061E+12,50167,4.4,65.50391
Germany,2014,male,25-54,3194,17129217,18.64650322,0.916,3.89061E+12,50167,5,65.50391
Germany,2015,female,15-24,136,4195185,3.24,,3.37561E+12,43201,6.5,67.74687
Germany,2015,male,15-24,376,4520300,8.32,,3.37561E+12,43201,7.9,67.74687
Germany,2015,female,25-54,993,16677913,5.953982372,,3.37561E+12,43201,4,67.74687
Germany,2015,male,25-54,2988,17191463,17.38071972,,3.37561E+12,43201,4.7,67.74687
Iceland,2000,female,15-24,1,21102,4.74,0.859,8927140438,34372,3.6,46.09699
Iceland,2000,male,15-24,13,21730,59.83,0.859,8927140438,34372,5.7,46.09699
Iceland,2000,female,25-54,4,58314,6.859416264,0.859,8927140438,34372,2.4,46.09699
Iceland,2000,male,25-54,23,59875,38.41336117,0.859,8927140438,34372,1.1,46.09699
Iceland,2005,female,15-24,0,21198,0,0.889,16691490114,60712,6,69.88068
Iceland,2005,male,15-24,3,22100,13.57,0.889,16691490114,60712,8.5,69.88068
Iceland,2005,female,25-54,6,61444,9.764989259,0.889,16691490114,60712,1.8,69.88068
Iceland,2005,male,25-54,16,63109,25.35296075,0.889,16691490114,60712,1.6,69.88068
Iceland,2010,female,15-24,1,22907,4.37,0.892,13310567803,45179,14.1,78.81844
Iceland,2010,male,15-24,6,23905,25.1,0.892,13310567803,45179,18.3,78.81844
Iceland,2010,female,25-54,6,65084,9.218855633,0.892,13310567803,45179,5.6,78.81844
Iceland,2010,male,25-54,19,67194,28.2763342,0.892,13310567803,45179,7,78.81844
Iceland,2011,female,15-24,1,22926,4.36,0.896,14732689535,49861,10.7,81.47075
Iceland,2011,male,15-24,2,24083,8.3,0.896,14732689535,49861,18.4,81.47075
Iceland,2011,female,25-54,2,64812,3.0858483,0.896,14732689535,49861,5.7,81.47075
Iceland,2011,male,25-54,13,66205,19.63597916,0.896,14732689535,49861,5.6,81.47075
Iceland,2012,female,15-24,2,22968,8.71,0.897,14292008745,48083,12.4,81.95589
Iceland,2012,male,15-24,3,24210,12.39,0.897,14292008745,48083,14.7,81.95589
Iceland,2012,female,25-54,5,64699,7.728094716,0.897,14292008745,48083,4.4,81.95589
Iceland,2012,male,25-54,15,65627,22.85644628,0.897,14292008745,48083,4.8,81.95589
Iceland,2013,female,15-24,0,22970,0,0.899,15548321544,51749,7.8,80.29685
Iceland,2013,male,15-24,5,24215,20.65,0.899,15548321544,51749,13.6,80.29685
Iceland,2013,female,25-54,8,64969,12.31356493,0.899,15548321544,51749,4.9,80.29685
Iceland,2013,male,25-54,19,65853,28.85214037,0.899,15548321544,51749,4.4,80.29685
Iceland,2014,female,15-24,2,22989,8.7,0.899,17304033021,56833,6.9,81.43798
Iceland,2014,male,15-24,4,24185,16.54,0.899,17304033021,56833,13.1,81.43798
Iceland,2014,female,25-54,6,65363,9.179505225,0.899,17304033021,56833,5,81.43798
Iceland,2014,male,25-54,16,66442,24.08115349,0.899,17304033021,56833,3.8,81.43798
Iceland,2015,female,15-24,0,22962,0,,16942247374,54909,6.7,75.76606
Iceland,2015,male,15-24,7,24116,29.03,,16942247374,54909,10.7,75.76606
Iceland,2015,female,25-54,3,65771,4.561280808,,16942247374,54909,3.8,75.76606
Iceland,2015,male,25-54,17,67247,25.27993814,,16942247374,54909,2.6,75.76606
Iceland,2016,female,15-24,0,22971,0,,20304098101,64708,6.4,73.60044
Iceland,2016,male,15-24,6,24099,24.9,,20304098101,64708,6.6,73.60044
Iceland,2016,female,25-54,2,66449,3.009827085,,20304098101,64708,2.8,73.60044
Iceland,2016,male,25-54,19,69053,27.5150971,,20304098101,64708,2.2,73.60044
Ireland,2000,female,15-24,21,314968,6.67,0.861,99853528653,28340,8.1,49.44981
Ireland,2000,male,15-24,85,326264,26.05,0.861,99853528653,28340,7.9,49.44981
Ireland,2000,female,25-54,46,786313,5.850087688,0.861,99853528653,28340,4.5,49.44981
Ireland,2000,male,25-54,237,785362,30.17716671,0.861,99853528653,28340,3.9,49.44981
Ireland,2005,female,15-24,18,314542,5.72,0.895,2.11651E+11,55213,8.7,58.86932
Ireland,2005,male,15-24,80,322805,24.78,0.895,2.11651E+11,55213,10.8,58.86932
Ireland,2005,female,25-54,48,887856,5.4062821,0.895,2.11651E+11,55213,4,58.86932
Ireland,2005,male,25-54,220,897099,24.52349183,0.895,2.11651E+11,55213,4,58.86932
Ireland,2010,female,15-24,11,296543,3.71,0.908,2.21951E+11,52042,21.5,63.12644
Ireland,2010,male,15-24,67,301996,22.19,0.908,2.21951E+11,52042,35.5,63.12644
Ireland,2010,female,25-54,57,1036012,5.501866774,0.908,2.21951E+11,52042,10.3,63.12644
Ireland,2010,male,25-54,241,1035796,23.26712982,0.908,2.21951E+11,52042,15.2,63.12644
Ireland,2011,female,15-24,16,287304,5.57,0.909,2.39019E+11,56655,23.4,67.79859
Ireland,2011,male,15-24,78,292307,26.68,0.909,2.39019E+11,56655,36.9,67.79859
Ireland,2011,female,25-54,65,1020777,6.367698332,0.909,2.39019E+11,56655,11.2,67.79859
Ireland,2011,male,25-54,291,1005737,28.93400561,0.909,2.39019E+11,56655,16.1,67.79859
Ireland,2012,female,15-24,16,273610,5.85,0.91,2.25572E+11,53443,26.2,68.19725
Ireland,2012,male,15-24,59,279882,21.08,0.91,2.25572E+11,53443,40,68.19725
Ireland,2012,female,25-54,62,1023755,6.056136478,0.91,2.25572E+11,53443,11.5,68.19725
Ireland,2012,male,25-54,281,996059,28.21118026,0.91,2.25572E+11,53443,16.1,68.19725
Ireland,2013,female,15-24,9,260127,3.46,0.912,2.39389E+11,56628,25.6,71.69955
Ireland,2013,male,15-24,44,273178,16.11,0.912,2.39389E+11,56628,33.2,71.69955
Ireland,2013,female,25-54,66,1019909,6.471165565,0.912,2.39389E+11,56628,11.7,71.69955
Ireland,2013,male,25-54,237,989336,23.95546104,0.912,2.39389E+11,56628,14.1,71.69955
Ireland,2014,female,15-24,11,261032,4.21,0.916,2.58099E+11,59634,24.7,73.81323
Ireland,2014,male,15-24,63,267635,23.54,0.916,2.58099E+11,59634,28.1,73.81323
Ireland,2014,female,25-54,59,1032209,5.715896684,0.916,2.58099E+11,59634,9.7,73.81323
Ireland,2014,male,25-54,245,1013963,24.16261737,0.916,2.58099E+11,59634,11.9,73.81323
Israel,2000,female,15-24,10,530270,1.89,0.85,1.32339E+11,23451,17.4,50.01055
Israel,2000,male,15-24,65,552321,11.77,0.85,1.32339E+11,23451,17.3,50.01055
Israel,2000,female,25-54,39,1206529,3.23241298,0.85,1.32339E+11,23451,9.7,50.01055
Israel,2000,male,25-54,166,1169135,14.19853139,0.85,1.32339E+11,23451,9.1,50.01055
Israel,2005,female,15-24,13,553467,2.35,0.87,1.42463E+11,22901,18.8,58.74306
Israel,2005,male,15-24,66,576279,11.45,0.87,1.42463E+11,22901,17.1,58.74306
Israel,2005,female,25-54,58,1321623,4.38854348,0.87,1.42463E+11,22901,10.2,58.74306
Israel,2005,male,25-54,149,1290648,11.54458845,0.87,1.42463E+11,22901,9.6,58.74306
Israel,2010,female,15-24,10,576967,1.73,0.883,2.3361E+11,34104,13.6,65.92614
Israel,2010,male,15-24,63,600681,10.49,0.883,2.3361E+11,34104,14.8,65.92614
Israel,2010,female,25-54,42,1441852,2.912920327,0.883,2.3361E+11,34104,7.1,65.92614
Israel,2010,male,25-54,196,1416036,13.84145601,0.883,2.3361E+11,34104,7.9,65.92614
Israel,2011,female,15-24,12,583108,2.06,0.888,2.61629E+11,37528,11.7,66.58563
Israel,2011,male,15-24,41,605530,6.77,0.888,2.61629E+11,37528,11.9,66.58563
Israel,2011,female,25-54,38,1459496,2.603638516,0.888,2.61629E+11,37528,6.3,66.58563
Israel,2011,male,25-54,156,1433071,10.88571327,0.888,2.61629E+11,37528,6.5,66.58563
Israel,2012,female,15-24,13,589147,2.21,0.89,2.57297E+11,36263,12.7,68.57462
Israel,2012,male,15-24,32,614618,5.21,0.89,2.57297E+11,36263,11.6,68.57462
Israel,2012,female,25-54,35,1482659,2.360623717,0.89,2.57297E+11,36263,6.2,68.57462
Israel,2012,male,25-54,188,1459528,12.88087656,0.89,2.57297E+11,36263,6.1,68.57462
Israel,2013,female,15-24,5,597664,0.84,0.893,2.92489E+11,40477,10.7,67.04384
Israel,2013,male,15-24,30,623751,4.81,0.893,2.92489E+11,40477,10.4,67.04384
Israel,2013,female,25-54,41,1503764,2.726491657,0.893,2.92489E+11,40477,5.8,67.04384
Israel,2013,male,25-54,149,1482033,10.05375724,0.893,2.92489E+11,40477,5.5,67.04384
Israel,2014,female,15-24,10,607031,1.65,0.894,3.08417E+11,41869,11.1,66.94252
Israel,2014,male,15-24,35,633544,5.52,0.894,3.08417E+11,41869,10.1,66.94252
Israel,2014,female,25-54,42,1525973,2.752342276,0.894,3.08417E+11,41869,5.2,66.94252
Israel,2014,male,25-54,166,1505751,11.02439912,0.894,3.08417E+11,41869,5.3,66.94252
Israel,2015,female,15-24,8,617440,1.3,,2.99094E+11,39793,9.7,65.48689
Israel,2015,male,15-24,35,644674,5.43,,2.99094E+11,39793,8.9,65.48689
Israel,2015,female,25-54,33,1549384,2.129878713,,2.99094E+11,39793,4.9,65.48689
Israel,2015,male,25-54,137,1530657,8.950404957,,2.99094E+11,39793,4.5,65.48689
Italy,2000,female,15-24,51,3324191,1.53,0.829,1.14176E+12,21027,35.4,49.81127
Italy,2000,male,15-24,230,3445970,6.67,0.829,1.14176E+12,21027,25.4,49.81127
Italy,2000,female,25-54,437,12491435,3.498397102,0.829,1.14176E+12,21027,12.1,49.81127
Italy,2000,male,25-54,1373,12445773,11.03185796,0.829,1.14176E+12,21027,6.3,49.81127
Italy,2005,female,15-24,41,2915662,1.41,0.856,1.85266E+12,33536,27.6,64.43843
Italy,2005,male,15-24,170,3051710,5.57,0.856,1.85266E+12,33536,21.6,64.43843
Italy,2005,female,25-54,370,12706076,2.911992656,0.856,1.85266E+12,33536,8.9,64.43843
Italy,2005,male,25-54,1242,12674962,9.798845945,0.856,1.85266E+12,33536,5.1,64.43843
Italy,2010,female,15-24,31,2961065,1.05,0.869,2.12506E+12,36869,29.4,65.7743
Italy,2010,male,15-24,144,3116429,4.62,0.869,2.12506E+12,36869,26.9,65.7743
Italy,2010,female,25-54,374,13104534,2.853974052,0.869,2.12506E+12,36869,8.9,65.7743
Italy,2010,male,25-54,1439,13078241,11.00300874,0.869,2.12506E+12,36869,6.5,65.7743
Italy,2011,female,15-24,43,2887985,1.49,0.873,2.27629E+12,40210,32.1,65.56312
Italy,2011,male,15-24,169,3033825,5.57,0.873,2.27629E+12,40210,27.1,65.56312
Italy,2011,female,25-54,362,12795126,2.829202307,0.873,2.27629E+12,40210,8.8,65.56312
Italy,2011,male,25-54,1453,12603338,11.52869184,0.873,2.27629E+12,40210,6.5,65.56312
Italy,2012,female,15-24,44,2883565,1.53,0.872,2.07282E+12,36497,37.6,64.13355
Italy,2012,male,15-24,179,3031610,5.9,0.872,2.07282E+12,36497,33.7,64.13355
Italy,2012,female,25-54,393,12755523,3.081018317,0.872,2.07282E+12,36497,10.9,64.13355
Italy,2012,male,25-54,1544,12588114,12.26553875,0.872,2.07282E+12,36497,8.6,64.13355
Italy,2013,female,15-24,49,2892351,1.69,0.873,2.13049E+12,37050,41.5,62.29616
Italy,2013,male,15-24,147,3051918,4.82,0.873,2.13049E+12,37050,39,62.29616
Italy,2013,female,25-54,401,12841745,3.122628584,0.873,2.13049E+12,37050,12.3,62.29616
Italy,2013,male,25-54,1504,12707891,11.83516604,0.873,2.13049E+12,37050,10.3,62.29616
Italy,2014,female,15-24,46,2894944,1.59,0.873,2.15173E+12,37035,44.7,61.70275
Italy,2014,male,15-24,170,3066963,5.54,0.873,2.15173E+12,37035,41.3,61.70275
Italy,2014,female,25-54,446,12892182,3.459460935,0.873,2.15173E+12,37035,13.2,61.70275
Italy,2014,male,25-54,1423,12790343,11.12558123,0.873,2.15173E+12,37035,10.8,61.70275
Italy,2015,female,15-24,34,2874645,1.18,,1.83287E+12,31537,42.6,60.93946
Italy,2015,male,15-24,161,3057509,5.27,,1.83287E+12,31537,38.8,60.93946
Italy,2015,female,25-54,384,12781538,3.004333281,,1.83287E+12,31537,12.2,60.93946
Italy,2015,male,25-54,1334,12691691,10.51081373,,1.83287E+12,31537,10.4,60.93946
Luxembourg,2000,female,15-24,1,24072,4.15,0.851,21263514833,51841,7.3,9.81474
Luxembourg,2000,male,15-24,3,25108,11.95,0.851,21263514833,51841,5.7,9.81474
Luxembourg,2000,female,25-54,4,97641,4.096639731,0.851,21263514833,51841,2.9,9.81474
Luxembourg,2000,male,25-54,22,101622,21.64885556,0.851,21263514833,51841,1.4,9.81474
Luxembourg,2010,female,15-24,0,29539,0,0.886,53212476812,111328,10.2,18.26521
Luxembourg,2010,male,15-24,3,30768,9.75,0.886,53212476812,111328,17.6,18.26521
Luxembourg,2010,female,25-54,7,114015,6.139543043,0.886,53212476812,111328,5,18.26521
Luxembourg,2010,male,25-54,27,116996,23.07771206,0.886,53212476812,111328,3,18.26521
Luxembourg,2012,female,15-24,1,31459,3.18,0.888,56677961787,113120,18.6,19.4322
Luxembourg,2012,male,15-24,5,33062,15.12,0.888,56677961787,113120,18.9,19.4322
Luxembourg,2012,female,25-54,6,119227,5.032417154,0.888,56677961787,113120,5.3,19.4322
Luxembourg,2012,male,25-54,17,123436,13.77231926,0.888,56677961787,113120,3.8,19.4322
Luxembourg,2015,female,15-24,1,33170,3.01,,57784495265,107456,15.7,19.77631
Luxembourg,2015,male,15-24,4,34757,11.51,,57784495265,107456,18.9,19.77631
Luxembourg,2015,female,25-54,6,127928,4.690138203,,57784495265,107456,6.9,19.77631
Luxembourg,2015,male,25-54,21,133025,15.7865063,,57784495265,107456,5,19.77631
Mexico,2000,female,15-24,231,10247321,2.25,0.699,7.07907E+11,7892,6.2,20.49101
Mexico,2000,male,15-24,870,10407812,8.36,0.699,7.07907E+11,7892,4.4,20.49101
Mexico,2000,female,25-54,212,18444161,1.149415254,0.699,7.07907E+11,7892,2.4,20.49101
Mexico,2000,male,25-54,1552,17807388,8.715483708,0.699,7.07907E+11,7892,1.5,20.49101
Mexico,2005,female,15-24,272,10208805,2.66,0.722,8.77476E+11,9071,8.2,24.2164
Mexico,2005,male,15-24,943,10509381,8.97,0.722,8.77476E+11,9071,6.2,24.2164
Mexico,2005,female,25-54,336,21015936,1.598786749,0.722,8.77476E+11,9071,2.9,24.2164
Mexico,2005,male,25-54,1974,20244109,9.750984842,0.722,8.77476E+11,9071,2.7,24.2164
Mexico,2010,female,15-24,350,10827976,3.23,0.746,1.0578E+12,9991,10.5,27.56347
Mexico,2010,male,15-24,1074,11192708,9.6,0.746,1.0578E+12,9991,9.3,27.56347
Mexico,2010,female,25-54,408,23563892,1.731462697,0.746,1.0578E+12,9991,4.3,27.56347
Mexico,2010,male,25-54,2127,22822219,9.319864996,0.746,1.0578E+12,9991,4.6,27.56347
Mexico,2011,female,15-24,439,10955599,4.01,0.748,1.18049E+12,10965,10.8,28.3415
Mexico,2011,male,15-24,1308,11318362,11.56,0.748,1.18049E+12,10965,9.3,28.3415
Mexico,2011,female,25-54,447,24063008,1.85762312,0.748,1.18049E+12,10965,4.2,28.3415
Mexico,2011,male,25-54,2350,23350951,10.06382995,0.748,1.18049E+12,10965,4.4,28.3415
Mexico,2012,female,15-24,407,11076558,3.67,0.754,1.20109E+12,10982,10.4,29.47184
Mexico,2012,male,15-24,1251,11427075,10.95,0.754,1.20109E+12,10982,8.9,29.47184
Mexico,2012,female,25-54,472,24557416,1.922026324,0.754,1.20109E+12,10982,4,29.47184
Mexico,2012,male,25-54,2277,23871270,9.538663004,0.754,1.20109E+12,10982,4.1,29.47184
Mexico,2013,female,15-24,392,11186604,3.5,0.755,1.27444E+12,11478,10.8,30.30004
Mexico,2013,male,15-24,1220,11520698,10.59,0.755,1.27444E+12,11478,8.7,30.30004
Mexico,2013,female,25-54,475,25047622,1.896387609,0.755,1.27444E+12,11478,4.1,30.30004
Mexico,2013,male,25-54,2620,24386627,10.7435932,0.755,1.27444E+12,11478,4.2,30.30004
Mexico,2014,female,15-24,416,11280468,3.69,0.756,1.31439E+12,11663,10.8,31.09414
Mexico,2014,male,15-24,1334,11603241,11.5,0.756,1.31439E+12,11663,8.8,31.09414
Mexico,2014,female,25-54,604,25534783,2.365400951,0.756,1.31439E+12,11663,4.1,31.09414
Mexico,2014,male,25-54,2698,24903412,10.83385682,0.756,1.31439E+12,11663,4.1,31.09414
Mexico,2015,female,15-24,484,11354811,4.26,,1.16962E+12,10228,10.1,31.81904
Mexico,2015,male,15-24,1347,11676480,11.54,,1.16962E+12,10228,7.8,31.81904
Mexico,2015,female,25-54,570,26019509,2.190663936,,1.16962E+12,10228,3.8,31.81904
Mexico,2015,male,25-54,2755,25424166,10.83614699,,1.16962E+12,10228,3.7,31.81904
Netherlands,2000,female,15-24,18,927539,1.94,0.877,4.12807E+11,27644,7,52.28482
Netherlands,2000,male,15-24,90,960741,9.37,0.877,4.12807E+11,27644,5.3,52.28482
Netherlands,2000,female,25-54,288,3598796,8.002676451,0.877,4.12807E+11,27644,3.3,52.28482
Netherlands,2000,male,25-54,602,3713141,16.21268893,0.877,4.12807E+11,27644,1.9,52.28482
Netherlands,2005,female,15-24,33,960181,3.44,0.891,6.78534E+11,44289,11,58.68984
Netherlands,2005,male,15-24,78,992090,7.86,0.891,6.78534E+11,44289,12.7,58.68984
Netherlands,2005,female,25-54,283,3518260,8.043748899,0.891,6.78534E+11,44289,6.1,58.68984
Netherlands,2005,male,25-54,647,3581204,18.06654969,0.891,6.78534E+11,44289,3.6,58.68984
Netherlands,2010,female,15-24,26,1000536,2.6,0.909,8.3639E+11,53302,10.1,63.71602
Netherlands,2010,male,15-24,97,1034368,9.38,0.909,8.3639E+11,53302,12,63.71602
Netherlands,2010,female,25-54,261,3445596,7.574886899,0.909,8.3639E+11,53302,4.6,63.71602
Netherlands,2010,male,25-54,611,3484893,17.53281952,0.909,8.3639E+11,53302,3.1,63.71602
Netherlands,2011,female,15-24,38,1004949,3.78,0.919,8.93757E+11,56667,9.5,75.87855
Netherlands,2011,male,15-24,85,1039605,8.18,0.919,8.93757E+11,56667,10.5,75.87855
Netherlands,2011,female,25-54,273,3435803,7.945740777,0.919,8.93757E+11,56667,4.5,75.87855
Netherlands,2011,male,25-54,642,3470731,18.49754418,0.919,8.93757E+11,56667,3.4,75.87855
Netherlands,2012,female,15-24,33,1006742,3.28,0.92,8.28947E+11,52334,11.6,76.60667
Netherlands,2012,male,15-24,97,1041845,9.31,0.92,8.28947E+11,52334,11.8,76.60667
Netherlands,2012,female,25-54,298,3423785,8.703817559,0.92,8.28947E+11,52334,5.1,76.60667
Netherlands,2012,male,25-54,675,3453944,19.5428762,0.92,8.28947E+11,52334,4.2,76.60667
Netherlands,2015,female,15-24,34,1018674,3.34,,7.57999E+11,47206,11.2,80.56992
Netherlands,2015,male,15-24,89,1058675,8.41,,7.57999E+11,47206,11.3,80.56992
Netherlands,2015,female,25-54,276,3384417,8.15502345,,7.57999E+11,47206,6.3,80.56992
Netherlands,2015,male,25-54,645,3407275,18.93008342,,7.57999E+11,47206,5,80.56992
Netherlands,2016,female,15-24,35,1025443,3.41,,7.77228E+11,48108,10.3,80.36484
Netherlands,2016,male,15-24,77,1067719,7.21,,7.77228E+11,48108,11.4,80.36484
Netherlands,2016,female,25-54,282,3378149,8.34776678,,7.77228E+11,48108,5.4,80.36484
Netherlands,2016,male,25-54,637,3403598,18.71548873,,7.77228E+11,48108,4,80.36484
New Zealand,2013,female,15-24,37,308050,12.01,0.911,1.90785E+11,46198,16.7,77.26279
New Zealand,2013,male,15-24,75,319330,23.49,0.911,1.90785E+11,46198,15.9,77.26279
New Zealand,2013,female,25-54,84,918780,9.14255861,0.911,1.90785E+11,46198,5.8,77.26279
New Zealand,2013,male,25-54,191,848230,22.51747757,0.911,1.90785E+11,46198,3.9,77.26279
Poland,2000,female,15-24,96,3161840,3.04,0.786,1.71886E+11,4744,37.3,49.67465
Poland,2000,male,15-24,649,3281737,19.78,0.786,1.71886E+11,4744,33.3,49.67465
Poland,2000,female,25-54,543,8214346,6.610386268,0.786,1.71886E+11,4744,16,49.67465
Poland,2000,male,25-54,3034,8163807,37.16403389,0.786,1.71886E+11,4744,12.1,49.67465
Poland,2005,female,15-24,71,3056685,2.32,0.805,3.06125E+11,8417,39.2,63.59458
Poland,2005,male,15-24,630,3179905,19.81,0.805,3.06125E+11,8417,36.7,63.59458
Poland,2005,female,25-54,476,8372405,5.685343698,0.805,3.06125E+11,8417,17.7,63.59458
Poland,2005,male,25-54,3091,8355373,36.99415933,0.805,3.06125E+11,8417,14.5,63.59458
Poland,2010,female,15-24,49,2596537,1.89,0.829,4.79321E+11,13304,25.4,74.75525
Poland,2010,male,15-24,547,2706883,20.21,0.829,4.79321E+11,13304,22.4,74.75525
Poland,2010,female,25-54,378,8271733,4.569779997,0.829,4.79321E+11,13304,8.7,74.75525
Poland,2010,male,25-54,3083,8378123,36.79821841,0.829,4.79321E+11,13304,7.9,74.75525
Poland,2011,female,15-24,58,2507255,2.31,0.833,5.28832E+11,14686,28.8,74.65851
Poland,2011,male,15-24,515,2616051,19.69,0.833,5.28832E+11,14686,23.6,74.65851
